seq0, sp|C0H412|SWRD_BACSU
seq592, sp|P51398|RT29_HUMAN
seq593, sp|Q8IW41|MAPK5_HUMAN
seq594, sp|Q99020|ROAA_MOUSE
seq595, sp|P26641|EF1G_HUMAN
seq596, sp|O95243|MBD4_HUMAN
seq597, sp|Q13813|SPTN1_HUMAN
seq598, sp|Q12982|BNIP2_HUMAN
seq599, sp|Q8N668|COMD1_HUMAN
seq600, sp|Q8WTR2|DUS19_HUMAN
seq601, sp|Q9Y5N6|ORC6_HUMAN
seq602, sp|Q15633|TRBP2_HUMAN
seq603, sp|Q14296|FASTK_HUMAN
seq604, sp|Q14296|FASTK_HUMAN
seq605, sp|Q14296|FASTK_HUMAN
seq606, sp|Q14296|FASTK_HUMAN
seq607, sp|Q14296|FASTK_HUMAN
seq608, sp|P54814|PRS8_MANSE
seq609, sp|P54814|PRS8_MANSE
seq610, sp|O43187|IRAK2_HUMAN
seq611, sp|O43187|IRAK2_HUMAN
seq612, sp|O43187|IRAK2_HUMAN
seq613, sp|O43187|IRAK2_HUMAN
seq614, sp|O43187|IRAK2_HUMAN
seq615, sp|O43187|IRAK2_HUMAN
seq616, sp|P47809|MP2K4_MOUSE
seq617, sp|P47809|MP2K4_MOUSE
seq618, sp|P45985|MP2K4_HUMAN
seq619, sp|P47809|MP2K4_MOUSE
seq620, sp|P41279|M3K8_HUMAN
seq621, sp|P41279|M3K8_HUMAN
seq622, sp|Q9NR20|DYRK4_HUMAN
seq623, sp|Q96A23|CPNE4_HUMAN
seq624, sp|Q96A23|CPNE4_HUMAN
seq625, sp|Q96A23|CPNE4_HUMAN
seq626, sp|Q96A23|CPNE4_HUMAN
seq627, sp|Q8BLR2|CPNE4_MOUSE
seq628, sp|Q9BUZ4|TRAF4_HUMAN
seq629, sp|Q9BUZ4|TRAF4_HUMAN
seq630, sp|Q9BUZ4|TRAF4_HUMAN
seq631, sp|O43353|RIPK2_HUMAN
seq632, sp|O43353|RIPK2_HUMAN
seq633, sp|O43353|RIPK2_HUMAN
seq634, sp|O43353|RIPK2_HUMAN
seq635, sp|O43353|RIPK2_HUMAN
seq636, sp|O43353|RIPK2_HUMAN
seq637, sp|O43353|RIPK2_HUMAN
seq638, sp|O43353|RIPK2_HUMAN
seq639, sp|Q13115|DUS4_HUMAN
seq640, sp|Q13115|DUS4_HUMAN
seq641, sp|Q13115|DUS4_HUMAN
seq642, sp|Q13115|DUS4_HUMAN
seq643, sp|O95630|STABP_HUMAN
seq644, sp|Q9JMJ4|PRP19_RAT
seq645, sp|Q08E38|PRP19_BOVIN
seq646, sp|O14682|ENC1_HUMAN
seq647, sp|Q6IR75|CSN2_XENLA
seq648, sp|P61203|CSN2_RAT
seq649, sp|Q5RD56|CFLAR_PONAB
seq650, sp|Q92851|CASPA_HUMAN
seq651, sp|Q92851|CASPA_HUMAN
seq652, sp|Q92851|CASPA_HUMAN
seq653, sp|Q99829|CPNE1_HUMAN
seq654, sp|P32780|TF2H1_HUMAN
seq655, sp|Q13112|CAF1B_HUMAN
seq656, sp|Q13112|CAF1B_HUMAN
seq657, sp|Q13112|CAF1B_HUMAN
seq658, sp|Q5RBL4|FLOT1_PONAB
seq659, sp|Q95JF4|DNAJ1_CHLAE
seq660, sp|Q95JF4|DNAJ1_CHLAE
seq661, sp|Q5NVI9|DNJA1_PONAB
seq662, sp|Q14449|GRB14_HUMAN
seq663, sp|Q14449|GRB14_HUMAN
seq664, sp|Q14449|GRB14_HUMAN
seq665, sp|Q99829|CPNE1_HUMAN
seq666, sp|Q5RFJ1|ILF2_PONAB
seq667, sp|Q5RFJ1|ILF2_PONAB
seq668, sp|Q5RFJ1|ILF2_PONAB
seq669, sp|Q9UBS0|KS6B2_HUMAN
seq670, sp|Q9UNH7|SNX6_HUMAN
seq671, sp|Q5R613|SNX6_PONAB
seq672, sp|Q9UNH7|SNX6_HUMAN
seq673, sp|Q9UNH7|SNX6_HUMAN
seq674, sp|Q9UNH7|SNX6_HUMAN
seq675, sp|Q9UNH7|SNX6_HUMAN
seq676, sp|Q9UNH7|SNX6_HUMAN
seq677, sp|Q15831|STK11_HUMAN
seq678, sp|Q15831|STK11_HUMAN
seq679, sp|Q15831|STK11_HUMAN
seq680, sp|Q15831|STK11_HUMAN
seq681, sp|Q5NVI9|DNJA1_PONAB
seq682, sp|P63036|DNJA1_RAT
seq683, sp|Q5NVI9|DNJA1_PONAB
seq684, sp|Q5NVI9|DNJA1_PONAB
seq685, sp|Q5E954|DNJA1_BOVIN
seq686, sp|Q13322|GRB10_HUMAN
seq687, sp|Q13393|PLD1_HUMAN
seq688, sp|Q9Y6Q1|CAN6_HUMAN
seq689, sp|Q15596|NCOA2_HUMAN
seq690, sp|Q15596|NCOA2_HUMAN
seq691, sp|Q15596|NCOA2_HUMAN
seq692, sp|Q15596|NCOA2_HUMAN
seq693, sp|P42680|TEC_HUMAN
seq694, sp|P42680|TEC_HUMAN
seq695, sp|Q8TEU7|RPGF6_HUMAN
seq696, sp|O15056|SYNJ2_HUMAN
seq697, sp|Q1RMT1|ERCC3_BOVIN
seq698, sp|Q1RMT1|ERCC3_BOVIN
seq699, sp|P53667|LIMK1_HUMAN
seq700, sp|Q71SY5|MED25_HUMAN
seq701, sp|Q71SY5|MED25_HUMAN
seq702, sp|Q8VCB2|MED25_MOUSE
seq703, sp|Q8VCB2|MED25_MOUSE
seq704, sp|Q8VCB2|MED25_MOUSE
seq705, sp|Q8VCB2|MED25_MOUSE
seq706, sp|Q8VCB2|MED25_MOUSE
seq707, sp|Q8TD86|CALL6_HUMAN
seq708, sp|Q8TD86|CALL6_HUMAN
seq709, sp|Q14644|RASA3_HUMAN
seq710, sp|Q14644|RASA3_HUMAN
seq711, sp|Q14644|RASA3_HUMAN
seq712, sp|Q5RCF3|CUL2_PONAB
seq713, sp|Q5RCF3|CUL2_PONAB
seq714, sp|P33992|MCM5_HUMAN
seq715, sp|P33992|MCM5_HUMAN
seq716, sp|P33992|MCM5_HUMAN
seq717, sp|P33992|MCM5_HUMAN
seq718, sp|P33993|MCM7_HUMAN
seq719, sp|P33993|MCM7_HUMAN
seq720, sp|P33993|MCM7_HUMAN
seq721, sp|P33993|MCM7_HUMAN
seq722, sp|P33993|MCM7_HUMAN
seq723, sp|P33993|MCM7_HUMAN
seq724, sp|P33993|MCM7_HUMAN
seq725, sp|P33993|MCM7_HUMAN
seq726, sp|Q8NHY2|COP1_HUMAN
seq727, sp|Q8NHY2|COP1_HUMAN
seq728, sp|Q8NHY2|COP1_HUMAN
seq729, sp|Q8NHY2|COP1_HUMAN
seq730, sp|Q8NHY2|COP1_HUMAN
seq731, sp|Q8NHY2|COP1_HUMAN
seq732, sp|Q8NHY2|COP1_HUMAN
seq733, sp|P53621|COPA_HUMAN
seq734, sp|P53621|COPA_HUMAN
seq735, sp|Q9GZV1|ANKR2_HUMAN
seq736, sp|Q9GZV1|ANKR2_HUMAN
seq737, sp|Q9GZV1|ANKR2_HUMAN
seq738, sp|P35250|RFC2_HUMAN
seq739, sp|P35250|RFC2_HUMAN
seq740, sp|Q13393|PLD1_HUMAN
seq741, sp|Q13393|PLD1_HUMAN
seq742, sp|Q16236|NF2L2_HUMAN
seq743, sp|Q16236|NF2L2_HUMAN
seq744, sp|O14829|PPE1_HUMAN
seq745, sp|O14829|PPE1_HUMAN
seq746, sp|Q05516|ZBT16_HUMAN
seq747, sp|Q05516|ZBT16_HUMAN
seq748, sp|O75366|AVIL_HUMAN
seq749, sp|O75366|AVIL_HUMAN
seq750, sp|O75366|AVIL_HUMAN
seq751, sp|O75366|AVIL_HUMAN
seq752, sp|P16591|FER_HUMAN
seq753, sp|P16591|FER_HUMAN
seq754, sp|Q8IZD9|DOCK3_HUMAN
seq755, sp|Q99PV0|PRP8_MOUSE
seq756, sp|Q9HC96|CAN10_HUMAN
seq757, sp|Q9HC96|CAN10_HUMAN
seq758, sp|Q9HC96|CAN10_HUMAN
seq759, sp|P98171|RHG04_HUMAN
seq760, sp|Q99743|NPAS2_HUMAN
seq761, sp|Q99743|NPAS2_HUMAN
seq762, sp|Q99743|NPAS2_HUMAN
seq763, sp|P55199|ELL_HUMAN
seq764, sp|P55199|ELL_HUMAN
seq765, sp|P55199|ELL_HUMAN
seq766, sp|Q12923|PTN13_HUMAN
seq767, sp|P52630|STAT2_HUMAN
seq768, sp|Q9NZQ3|SPN90_HUMAN
seq769, sp|Q9NZQ3|SPN90_HUMAN
seq770, sp|Q9NZQ3|SPN90_HUMAN
seq771, sp|Q9UBD5|ORC3_HUMAN
seq772, sp|Q9C000|NLRP1_HUMAN
seq773, sp|Q9BZ29|DOCK9_HUMAN
seq774, sp|Q330K2|NDUF6_HUMAN
seq775, sp|Q330K2|NDUF6_HUMAN
seq776, sp|Q330K2|NDUF6_HUMAN
seq777, sp|Q5TEU4|NDUF5_HUMAN
seq778, sp|Q5TEU4|NDUF5_HUMAN
seq779, sp|Q5TEU4|NDUF5_HUMAN
seq780, sp|Q5TEU4|NDUF5_HUMAN
seq781, sp|Q5TEU4|NDUF5_HUMAN
seq782, sp|Q5TEU4|NDUF5_HUMAN
seq783, sp|Q5TEU4|NDUF5_HUMAN
seq784, sp|Q5TEU4|NDUF5_HUMAN
seq785, sp|Q5TEU4|NDUF5_HUMAN
seq786, sp|Q5TEU4|NDUF5_HUMAN
seq787, sp|Q5TEU4|NDUF5_HUMAN
seq788, sp|Q5TEU4|NDUF5_HUMAN
seq789, sp|Q5TEU4|NDUF5_HUMAN
seq790, sp|Q15466|NR0B2_HUMAN
seq791, sp|O95718|ERR2_HUMAN
seq792, sp|O95718|ERR2_HUMAN
seq793, sp|O95718|ERR2_HUMAN
seq794, sp|O95718|ERR2_HUMAN
seq795, sp|Q7Z4H3|HDDC2_HUMAN
seq796, sp|Q7Z4H3|HDDC2_HUMAN
seq797, sp|Q7Z4H3|HDDC2_HUMAN
seq798, sp|Q9NRK6|ABCBA_HUMAN
seq799, sp|Q9NRK6|ABCBA_HUMAN
seq800, sp|O00142|KITM_HUMAN
seq801, sp|O00142|KITM_HUMAN
seq802, sp|O00142|KITM_HUMAN
seq803, sp|Q5SXM8|DNLZ_HUMAN
seq804, sp|Q8TB36|GDAP1_HUMAN
seq805, sp|Q8TB36|GDAP1_HUMAN
seq806, sp|Q8TB36|GDAP1_HUMAN
seq807, sp|Q8TB36|GDAP1_HUMAN
seq808, sp|P23378|GCSP_HUMAN
seq809, sp|P23378|GCSP_HUMAN
seq810, sp|P23378|GCSP_HUMAN
seq811, sp|P23378|GCSP_HUMAN
seq812, sp|P23378|GCSP_HUMAN
seq813, sp|P51687|SUOX_HUMAN
seq814, sp|P51687|SUOX_HUMAN
seq815, sp|P51687|SUOX_HUMAN
seq816, sp|P51687|SUOX_HUMAN
seq817, sp|Q9UL12|SARDH_HUMAN
seq818, sp|Q9UQL6|HDAC5_HUMAN
seq819, sp|Q9UQL6|HDAC5_HUMAN
seq820, sp|Q9UBN7|HDAC6_HUMAN
seq821, sp|Q96CD0|FBXL8_HUMAN
seq822, sp|Q96CD0|FBXL8_HUMAN
seq823, sp|Q9BXL7|CAR11_HUMAN
seq824, sp|Q9BXL7|CAR11_HUMAN
seq825, sp|Q9BXL7|CAR11_HUMAN
seq826, sp|Q9BXL7|CAR11_HUMAN
seq827, sp|Q9BXL7|CAR11_HUMAN
seq828, sp|Q9BXL7|CAR11_HUMAN
seq829, sp|Q9BXL7|CAR11_HUMAN
seq830, sp|Q9BXL7|CAR11_HUMAN
seq831, sp|Q9BXL7|CAR11_HUMAN
seq832, sp|Q9BXL7|CAR11_HUMAN
seq833, sp|Q92734|TFG_HUMAN
seq834, sp|Q92734|TFG_HUMAN
seq835, sp|Q66T72|PSIP1_FELCA
seq836, sp|O75943|RAD17_HUMAN
seq837, sp|P42285|MTREX_HUMAN
seq838, sp|P42285|MTREX_HUMAN
seq839, sp|P42285|MTREX_HUMAN
seq840, sp|P42285|MTREX_HUMAN
seq841, sp|P42285|MTREX_HUMAN
seq842, sp|P42285|MTREX_HUMAN
seq843, sp|Q9H9Y6|RPA2_HUMAN
seq844, sp|Q9H9Y6|RPA2_HUMAN
seq845, sp|Q9H9Y6|RPA2_HUMAN
seq846, sp|Q9H9Y6|RPA2_HUMAN
seq847, sp|Q9H9Y6|RPA2_HUMAN
seq848, sp|Q86UW7|CAPS2_HUMAN
seq849, sp|Q86UW7|CAPS2_HUMAN
seq850, sp|O00562|PITM1_HUMAN
seq851, sp|O00562|PITM1_HUMAN
seq852, sp|Q86UV5|UBP48_HUMAN
seq853, sp|Q9BZ19|ANR60_HUMAN
seq854, sp|Q96NE9|FRMD6_HUMAN
seq855, sp|Q9BZ19|ANR60_HUMAN
seq856, sp|Q68DX3|FRPD2_HUMAN
seq857, sp|Q9BZ19|ANR60_HUMAN
seq858, sp|O00443|P3C2A_HUMAN
seq859, sp|Q96NE9|FRMD6_HUMAN
seq860, sp|Q9BYM8|HOIL1_HUMAN
seq861, sp|Q9BZE9|ASPC1_HUMAN
seq862, sp|O00443|P3C2A_HUMAN
seq863, sp|Q9Y6Q5|AP1M2_HUMAN
seq864, sp|Q9BZ19|ANR60_HUMAN
seq865, sp|A6NFN9|ANKUB_HUMAN
seq866, sp|Q9BYM8|HOIL1_HUMAN
seq867, sp|Q86UV5|UBP48_HUMAN
seq868, sp|Q9Y6Q5|AP1M2_HUMAN
seq869, sp|Q9BZE9|ASPC1_HUMAN
seq870, sp|Q04323|UBXN1_HUMAN
seq871, sp|Q969P5|FBX32_HUMAN
seq872, sp|P40937|RFC5_HUMAN
seq873, sp|Q9Y4K3|TRAF6_HUMAN
seq874, sp|Q9Y4K3|TRAF6_HUMAN
seq875, sp|Q9Y4K3|TRAF6_HUMAN
seq876, sp|Q9Y4K3|TRAF6_HUMAN
seq877, sp|Q9Y4K3|TRAF6_HUMAN
seq878, sp|Q9UNH7|SNX6_HUMAN
seq879, sp|Q9UQ49|NEUR3_HUMAN
seq880, sp|Q9UQ49|NEUR3_HUMAN
seq881, sp|Q9UQ49|NEUR3_HUMAN
seq882, sp|Q91X20|ASH2L_MOUSE
seq883, sp|Q91X20|ASH2L_MOUSE
seq884, sp|Q9UBL3|ASH2L_HUMAN
seq885, sp|P35612|ADDB_HUMAN
seq886, sp|P35612|ADDB_HUMAN
seq887, sp|P35612|ADDB_HUMAN
seq888, sp|P35612|ADDB_HUMAN
seq889, sp|P35612|ADDB_HUMAN
seq890, sp|P35612|ADDB_HUMAN
seq891, sp|O43593|HAIR_HUMAN
seq892, sp|O43593|HAIR_HUMAN
seq893, sp|O43593|HAIR_HUMAN
seq894, sp|O75461|E2F6_HUMAN
seq895, sp|Q99578|RIT2_HUMAN
seq896, sp|Q5R7A7|SGK3_PONAB
seq897, sp|Q5R7A7|SGK3_PONAB
seq898, sp|P41134|ID1_HUMAN
seq899, sp|P41134|ID1_HUMAN
seq900, sp|Q9P289|STK26_HUMAN
seq901, sp|Q9P289|STK26_HUMAN
seq902, sp|Q9P289|STK26_HUMAN
seq903, sp|Q9P289|STK26_HUMAN
seq904, sp|Q9P289|STK26_HUMAN
seq905, sp|O60907|TBL1X_HUMAN
seq906, sp|P49368|TCPG_HUMAN
seq907, sp|P49368|TCPG_HUMAN
seq908, sp|P49368|TCPG_HUMAN
seq909, sp|P62198|PRS8_RAT
seq910, sp|P62198|PRS8_RAT
seq911, sp|P62198|PRS8_RAT
seq912, sp|P51398|RT29_HUMAN
seq913, sp|Q9BUZ4|TRAF4_HUMAN
seq914, sp|Q9BUZ4|TRAF4_HUMAN
seq915, sp|P40937|RFC5_HUMAN
seq916, sp|P40937|RFC5_HUMAN
seq917, sp|O15254|ACOX3_HUMAN
seq918, sp|O15254|ACOX3_HUMAN
seq919, sp|O15254|ACOX3_HUMAN
seq920, sp|O15254|ACOX3_HUMAN
seq921, sp|O15254|ACOX3_HUMAN
seq922, sp|O15254|ACOX3_HUMAN
seq923, sp|O15254|ACOX3_HUMAN
seq924, sp|O15254|ACOX3_HUMAN
seq925, sp|Q96HC4|PDLI5_HUMAN
seq926, sp|Q96HC4|PDLI5_HUMAN
seq927, sp|P98077|SHC2_HUMAN
seq928, sp|P98077|SHC2_HUMAN
seq929, sp|P98077|SHC2_HUMAN
seq930, sp|P98077|SHC2_HUMAN
seq931, sp|P98077|SHC2_HUMAN
seq932, sp|Q9H6T3|RPAP3_HUMAN
seq933, sp|Q9H6T3|RPAP3_HUMAN
seq934, sp|Q9H6T3|RPAP3_HUMAN
seq935, sp|Q9H6T3|RPAP3_HUMAN
seq936, sp|Q9H6T3|RPAP3_HUMAN
seq937, sp|Q9H6T3|RPAP3_HUMAN
seq938, sp|Q9H6T3|RPAP3_HUMAN
seq939, sp|Q9H6T3|RPAP3_HUMAN
seq940, sp|Q9H6T3|RPAP3_HUMAN
seq941, sp|Q9H6T3|RPAP3_HUMAN
seq942, sp|P04264|K2C1_HUMAN
seq943, sp|P04264|K2C1_HUMAN
seq944, sp|Q9UK99|FBX3_HUMAN
seq945, sp|Q9UK99|FBX3_HUMAN
seq946, sp|Q9UK99|FBX3_HUMAN
seq947, sp|Q9UK99|FBX3_HUMAN
seq948, sp|Q9UK99|FBX3_HUMAN
seq949, sp|Q9UK99|FBX3_HUMAN
seq950, sp|A6H7H7|FBX3_BOVIN
seq951, sp|A6H7H7|FBX3_BOVIN
seq952, sp|Q9UK99|FBX3_HUMAN
seq953, sp|A6H7H7|FBX3_BOVIN
seq954, sp|Q9UMS0|NFU1_HUMAN
seq955, sp|Q9BQ95|ECSIT_HUMAN
seq956, sp|Q9H845|ACAD9_HUMAN
seq957, sp|P38646|GRP75_HUMAN
seq958, sp|Q8NI60|COQ8A_HUMAN
seq959, sp|Q9NYY8|FAKD2_HUMAN
seq960, sp|O75208|COQ9_HUMAN
seq961, sp|Q7Z695|ADCK2_HUMAN
seq962, sp|Q9NZJ6|COQ3_HUMAN
seq963, sp|Q96MF6|CQ10A_HUMAN
seq964, sp|Q8IYU8|MICU2_HUMAN
seq965, sp|Q8IYU8|MICU2_HUMAN
seq966, sp|Q8IYU8|MICU2_HUMAN
seq967, sp|Q9H903|MTD2L_HUMAN
seq968, sp|Q99807|COQ7_HUMAN
seq969, sp|Q9Y375|CIA30_HUMAN
seq970, sp|Q9Y375|CIA30_HUMAN
seq971, sp|O75489|NDUS3_HUMAN
seq972, sp|O75489|NDUS3_HUMAN
seq973, sp|Q8HXX4|ECHB_MACFA
seq974, sp|Q9BXM7|PINK1_HUMAN
seq975, sp|O35129|PHB2_MOUSE
seq976, sp|O35129|PHB2_MOUSE
seq977, sp|O35129|PHB2_MOUSE
seq978, sp|P13995|MTDC_HUMAN
seq979, sp|P13995|MTDC_HUMAN
seq980, sp|Q6ZNA1|ZN836_HUMAN
seq981, sp|O43242|PSMD3_HUMAN
seq982, sp|O43242|PSMD3_HUMAN
seq983, sp|A0AVT1|UBA6_HUMAN
seq984, sp|A0AVT1|UBA6_HUMAN
seq985, sp|Q9BZY9|TRI31_HUMAN
seq986, sp|Q96RF0|SNX18_HUMAN
seq987, sp|Q96JH8|RADIL_HUMAN
seq988, sp|Q9JJG0|TACC2_MOUSE
seq989, sp|O95359|TACC2_HUMAN
seq990, sp|O95359|TACC2_HUMAN
seq991, sp|O95359|TACC2_HUMAN
seq992, sp|O95359|TACC2_HUMAN
seq993, sp|Q99959|PKP2_HUMAN
seq994, sp|Q8IXH7|NELFD_HUMAN
seq995, sp|Q8IXH7|NELFD_HUMAN
seq996, sp|Q15398|DLGP5_HUMAN
seq997, sp|Q15398|DLGP5_HUMAN
seq998, sp|P22314|UBA1_HUMAN
seq999, sp|Q5REU3|ARL4D_PONAB
seq1000, sp|Q5REU3|ARL4D_PONAB
seq1001, sp|Q92667|AKAP1_HUMAN
seq1002, sp|Q96CU9|FXRD1_HUMAN
seq1003, sp|Q96CU9|FXRD1_HUMAN
seq1004, sp|P13647|K2C5_HUMAN
seq1005, sp|P13647|K2C5_HUMAN
seq1006, sp|P33897|ABCD1_HUMAN
seq1007, sp|P33897|ABCD1_HUMAN
seq1008, sp|P33897|ABCD1_HUMAN
seq1009, sp|Q5RC56|NDKA_PONAB
seq1010, sp|O43272|PROD_HUMAN
seq1011, sp|O43272|PROD_HUMAN
seq1012, sp|P49327|FAS_HUMAN
seq1013, sp|P49327|FAS_HUMAN
seq1014, sp|P49327|FAS_HUMAN
seq1015, sp|Q9UJS0|CMC2_HUMAN
seq1016, sp|Q9UJS0|CMC2_HUMAN
seq1017, sp|Q9UJS0|CMC2_HUMAN
seq1018, sp|Q9UJS0|CMC2_HUMAN
seq1019, sp|Q9UJS0|CMC2_HUMAN
seq1020, sp|Q66HF1|NDUS1_RAT
seq1021, sp|Q0MQG1|NDUS1_GORGO
seq1022, sp|P28331|NDUS1_HUMAN
seq1023, sp|P28331|NDUS1_HUMAN
seq1024, sp|P28331|NDUS1_HUMAN
seq1025, sp|Q1XHU0|TRI39_PANTR
seq1026, sp|Q9ESN2|TRI39_MOUSE
seq1027, sp|Q9HCM9|TRI39_HUMAN
seq1028, sp|Q9HCM9|TRI39_HUMAN
seq1029, sp|Q1XHU0|TRI39_PANTR
seq1030, sp|Q9HCM9|TRI39_HUMAN
seq1031, sp|Q9HA65|TBC17_HUMAN
seq1032, sp|Q9HA65|TBC17_HUMAN
seq1033, sp|Q9HA65|TBC17_HUMAN
seq1034, sp|Q9UPM8|AP4E1_HUMAN
seq1035, sp|Q8BK63|KC1A_MOUSE
seq1036, sp|P67963|KC1A_XENLA
seq1037, sp|P67963|KC1A_XENLA
seq1038, sp|P67963|KC1A_XENLA
seq1039, sp|Q8BK63|KC1A_MOUSE
seq1040, sp|Q9Y6B7|AP4B1_HUMAN
seq1041, sp|Q9Y6B7|AP4B1_HUMAN
seq1042, sp|Q9Y6B7|AP4B1_HUMAN
seq1043, sp|Q9Y6B7|AP4B1_HUMAN
seq1044, sp|P49815|TSC2_HUMAN
seq1045, sp|P49815|TSC2_HUMAN
seq1046, sp|P49815|TSC2_HUMAN
seq1047, sp|P49815|TSC2_HUMAN
seq1048, sp|P42704|LPPRC_HUMAN
seq1049, sp|Q8N1Q8|THEM5_HUMAN
seq1050, sp|Q15276|RABE1_HUMAN
seq1051, sp|Q15276|RABE1_HUMAN
seq1052, sp|Q9NUQ8|ABCF3_HUMAN
seq1053, sp|Q9NUQ8|ABCF3_HUMAN
seq1054, sp|Q5W0U4|BSPRY_HUMAN
seq1055, sp|Q5W0U4|BSPRY_HUMAN
seq1056, sp|Q5W0U4|BSPRY_HUMAN
seq1057, sp|P31152|MK04_HUMAN
seq1058, sp|Q70Z53|F10C1_HUMAN
seq1059, sp|Q70Z53|F10C1_HUMAN
seq1060, sp|Q70Z53|F10C1_HUMAN
seq1061, sp|Q70Z53|F10C1_HUMAN
seq1062, sp|Q70Z53|F10C1_HUMAN
seq1063, sp|Q70Z53|F10C1_HUMAN
seq1064, sp|Q92624|APBP2_HUMAN
seq1065, sp|Q92624|APBP2_HUMAN
seq1066, sp|Q92624|APBP2_HUMAN
seq1067, sp|Q9HCM9|TRI39_HUMAN
seq1068, sp|Q9ESN2|TRI39_MOUSE
seq1069, sp|Q9ESN2|TRI39_MOUSE
seq1070, sp|Q9UKT9|IKZF3_HUMAN
seq1071, sp|Q14209|E2F2_HUMAN
seq1072, sp|Q14209|E2F2_HUMAN
seq1073, sp|Q9UKT9|IKZF3_HUMAN
seq1074, sp|O15226|NKRF_HUMAN
seq1075, sp|O15226|NKRF_HUMAN
seq1076, sp|O15226|NKRF_HUMAN
seq1077, sp|O75461|E2F6_HUMAN
seq1078, sp|O75461|E2F6_HUMAN
seq1079, sp|O14901|KLF11_HUMAN
seq1080, sp|O14901|KLF11_HUMAN
seq1081, sp|O14901|KLF11_HUMAN
seq1082, sp|O14901|KLF11_HUMAN
seq1083, sp|A2VDW9|IKZF3_BOVIN
seq1084, sp|A6H7B5|CSN3_BOVIN
seq1085, sp|Q15853|USF2_HUMAN
seq1086, sp|Q15853|USF2_HUMAN
seq1087, sp|Q14209|E2F2_HUMAN
seq1088, sp|Q14209|E2F2_HUMAN
seq1089, sp|Q9NQ66|PLCB1_HUMAN
seq1090, sp|Q15149|PLEC_HUMAN
seq1091, sp|P70365|NCOA1_MOUSE
seq1092, sp|P70365|NCOA1_MOUSE
seq1093, sp|Q8NHY2|COP1_HUMAN
seq1094, sp|Q8NHY2|COP1_HUMAN
seq1095, sp|Q15047|SETB1_HUMAN
seq1096, sp|Q15047|SETB1_HUMAN
seq1097, sp|P53355|DAPK1_HUMAN
seq1098, sp|P53355|DAPK1_HUMAN
seq1099, sp|P53355|DAPK1_HUMAN
seq1100, sp|Q13200|PSMD2_HUMAN
seq1101, sp|Q12923|PTN13_HUMAN
seq1102, sp|Q12923|PTN13_HUMAN
seq1103, sp|Q12923|PTN13_HUMAN
seq1104, sp|P97460|NPAS2_MOUSE
seq1105, sp|Q9BXA7|TSSK1_HUMAN
seq1106, sp|P50749|RASF2_HUMAN
seq1107, sp|Q9UQ07|MOK_HUMAN
seq1108, sp|P46109|CRKL_HUMAN
seq1109, sp|P46109|CRKL_HUMAN
seq1110, sp|P46109|CRKL_HUMAN
seq1111, sp|Q9UMS4|PRP19_HUMAN
seq1112, sp|Q9UMS4|PRP19_HUMAN
seq1113, sp|P35250|RFC2_HUMAN
seq1114, sp|A7Y521|CSN4_PIG
seq1115, sp|Q32MK0|MYLK3_HUMAN
seq1116, sp|Q32MK0|MYLK3_HUMAN
seq1117, sp|Q32MK0|MYLK3_HUMAN
seq1118, sp|Q32MK0|MYLK3_HUMAN
seq1119, sp|Q8ND76|CCNY_HUMAN
seq1120, sp|P08779|K1C16_HUMAN
seq1121, sp|Q9NPH2|INO1_HUMAN
seq1122, sp|Q9NPH2|INO1_HUMAN
seq1123, sp|Q9NPH2|INO1_HUMAN
seq1124, sp|Q7Z6M1|RABEK_HUMAN
seq1125, sp|Q7Z6M1|RABEK_HUMAN
seq1126, sp|Q7Z6M1|RABEK_HUMAN
seq1127, sp|Q7Z6M1|RABEK_HUMAN
seq1128, sp|Q7Z6M1|RABEK_HUMAN
seq1129, sp|Q7KZI7|MARK2_HUMAN
seq1130, sp|Q14676|MDC1_HUMAN
seq1131, sp|Q14676|MDC1_HUMAN
seq1132, sp|Q14676|MDC1_HUMAN
seq1133, sp|Q5TM68|MDC1_MACMU
seq1134, sp|Q86WV1|SKAP1_HUMAN
seq1135, sp|Q86TI0|TBCD1_HUMAN
seq1136, sp|Q86TI0|TBCD1_HUMAN
seq1137, sp|B2KI64|PI4KB_RHIFE
seq1138, sp|Q9JM52|MINK1_MOUSE
seq1139, sp|Q9JM52|MINK1_MOUSE
seq1140, sp|Q9Y253|POLH_HUMAN
seq1141, sp|Q9Y253|POLH_HUMAN
seq1142, sp|Q9Y253|POLH_HUMAN
seq1143, sp|P24941|CDK2_HUMAN
seq1144, sp|Q9Y6T7|DGKB_HUMAN
seq1145, sp|P97526|NF1_RAT
seq1146, sp|Q04690|NF1_MOUSE
seq1147, sp|Q04690|NF1_MOUSE
seq1148, sp|P21359|NF1_HUMAN
seq1149, sp|Q4G005|ERCC3_RAT
seq1150, sp|Q1RMT1|ERCC3_BOVIN
seq1151, sp|P16885|PLCG2_HUMAN
seq1152, sp|P16885|PLCG2_HUMAN
seq1153, sp|P16885|PLCG2_HUMAN
seq1154, sp|P16885|PLCG2_HUMAN
seq1155, sp|Q9Y6D5|BIG2_HUMAN
seq1156, sp|Q9NPP4|NLRC4_HUMAN
seq1157, sp|Q9NPP4|NLRC4_HUMAN
seq1158, sp|Q9NPP4|NLRC4_HUMAN
seq1159, sp|P33992|MCM5_HUMAN
seq1160, sp|P33992|MCM5_HUMAN
seq1161, sp|P33992|MCM5_HUMAN
